Product,Price,Quantity,Category
Keyboard,48,121,Electronics
Monitor,84,41,Electronics
Laptop,789,178,Electronics
Mouse,22,18,Electronics
Keyboard,33,57,Electronics
Laptop,790,145,Electronics
Keyboard,48,156,Electronics
Keyboard,33,21,Electronics
Keyboard,33,89,Electronics
Keyboard,35,117,Electronics
Mouse,28,27,Electronics
Monitor,53,13,Electronics
Mouse,23,123,Electronics
Keyboard,36,181,Electronics
Laptop,744,63,Electronics
Mouse,40,179,Electronics
Keyboard,21,111,Electronics
Laptop,569,135,Electronics
Mouse,12,19,Electronics
Monitor,54,141,Electronics
Keyboard,32,80,Electronics
Keyboard,29,174,Electronics
Keyboard,29,199,Electronics
Mouse,28,44,Electronics
Laptop,555,98,Electronics
Mouse,17,96,Electronics
Laptop,579,47,Electronics
Monitor,95,174,Electronics
Monitor,91,28,Electronics
Laptop,569,26,Electronics
Keyboard,29,1,Electronics
Mouse,11,144,Electronics
Laptop,756,94,Electronics
Monitor,66,155,Electronics
Mouse,30,109,Electronics
Laptop,474,101,Electronics
Mouse,17,161,Electronics
Monitor,68,6,Electronics
Monitor,67,23,Electronics
Laptop,525,155,Electronics
Mouse,22,105,Electronics
Monitor,65,23,Electronics
Laptop,709,2,Electronics
Mouse,40,162,Electronics
Monitor,95,133,Electronics
Mouse,22,36,Electronics
Keyboard,42,167,Electronics
Keyboard,34,121,Electronics
Mouse,18,96,Electronics
Monitor,76,65,Electronics
Mouse,25,46,Electronics
Mouse,21,111,Electronics
Laptop,704,52,Electronics
Mouse,13,45,Electronics
Keyboard,41,155,Electronics
Monitor,96,136,Electronics
Monitor,52,178,Electronics
Laptop,614,57,Electronics
Keyboard,35,186,Electronics
Monitor,98,177,Electronics
Keyboard,31,66,Electronics
Keyboard,36,184,Electronics
Monitor,53,23,Electronics
Keyboard,29,164,Electronics
Mouse,16,65,Electronics
Laptop,486,184,Electronics
Laptop,525,120,Electronics
Laptop,726,182,Electronics
Mouse,14,87,Electronics
Keyboard,30,118,Electronics
Laptop,759,140,Electronics
Mouse,24,70,Electronics
Mouse,27,159,Electronics
Mouse,13,58,Electronics
Mouse,29,66,Electronics
Keyboard,22,66,Electronics
Mouse,17,145,Electronics
Keyboard,43,45,Electronics
Monitor,99,72,Electronics
Keyboard,41,127,Electronics
Keyboard,39,7,Electronics
Keyboard,31,127,Electronics
Laptop,780,113,Electronics
Mouse,28,145,Electronics
Laptop,538,44,Electronics
Mouse,11,24,Electronics
Keyboard,50,14,Electronics
Laptop,709,161,Electronics
Laptop,620,167,Electronics
Laptop,754,155,Electronics
Mouse,20,38,Electronics
Monitor,84,46,Electronics
Laptop,541,74,Electronics
Laptop,686,183,Electronics
Laptop,720,184,Electronics
Mouse,26,183,Electronics
Laptop,409,120,Electronics
